kod_pemaju,found,nama_pemaju,emel,telefon,alamat_perniagaan,alamat_daftar,status_pemaju,bilangan_projek,probe_code,projek_nama,negeri,daerah,status_projek
8300,yes,TANMING VENTURES SDN. BHD.,chuansiew@tanming.com.my,03-22826633,"7-2 Tingkat 2 The Boulevard Mid Valley City Lingkaran Syed Putra, 59200, Kuala Lumpur, Wp Kuala Lumpur","7-2 Tingkat 2 The Boulevard Mid Valley City Lingkaran Syed Putra, 59200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,3,8300-1,Taman Taming Emas - Fasa 1,-,-,
8301,yes,SKYLINE RESOURCES (M) SDN. BHD.,-,,"1, Jalan Klj 2, Taman Kota Laksamana Jaya, 75200, Melaka Tengah, Melaka","Wisma Cheng & Co,, 180-3,, Jalan Munshi Abdullah,, 75100, Melaka Tengah, Melaka",Aktif,2,8301-1,Taman Angkasa Nuri (pt 985),Melaka,Alor Gajah,
8302,no,,,,,,,,,,,,
8303,yes,ACTRAL FAIRWAY SDN. BHD.,-,06-6512966,"160, Jalan Perdana 3, Taman Perindustrian Perdana Lukut, Km 2 Jalan Lukut-sepang,lukut, 71010, Port Dickson, Negeri Sembilan","58-1, Taman Komersil Senawang 7, Taman Komersil Senawang, 70450, Seremban, Negeri Sembilan",Aktif,1,8303-1,Desa Pingitan,Negeri Sembilan,Port Dickson,
8304,yes,KOTA MALIM SDN BHD.,georgel@meda.com.my,03-80248866,"Tingkat 9, Menara Summit, Persiaran Kewajipan, Usj1,, 47600, Petaling , Selangor","Tingkat 9, Menara Summit, Persiaran Kewajipan, Usj1,, 47600, Petaling , Selangor",Aktif,3,8304-1,Kota Malim Prima,-,-,
8305,yes,CINDAI ASLI SDN. BHD.,SSH182A@YAHOO.COM,0333432930,"182 A-2, Jalan Sungai Putus, 41050, Klang, Selangor","40-3 (2nd Floor), Lebuh Pulau Pinang, Pusat Perniagaan Nbc, Off Jalan Meru, 41050, Klang, Selangor",Aktif,4,8305-1,Pt 71917 - 71940 Mukim Klang,-,-,
8306,yes,SINEO HOTEL SDN. BHD.,-,,"Lot 04-53mc, Skudai Parade Complex, Jalan Skudai, Batu 10, 81300, Johor Bahru, Johor","Suite 2, 1st Floor, 2j-1, Jalan Giam, Taman Majidee, 80250, Johor Bahru, Johor",Aktif,1,8306-1,Skudai Parade Apartmen 2,Johor,Johor Bahru,
8307,yes,IPOH KEMAJUAN TULIN SDN. BHD.,-,,-,-,Aktif,1,8307-1,Lot 86275 - 86291 Mukim Hulu Kinta,-,-,
8308,yes,BAKAT RIA SDN. BHD.,-,09-2966668,"F-83, Tingkat 1, Jalan Tengku Ismail, 28000, Temerloh, Pahang","C-35, Tingkat 1, Jalan Tengku Ismail, 28000, Temerloh, Pahang",Aktif,3,8308-1,Taman Saga Indah - Fasa 1,-,-,
8309,no,,,,,,,,,,,,
8310,yes,LANDMARK CONCORD DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8310-1,Taman Tun  Perak,-,-,
8311,yes,SYARIKAT PERUMAHAN NEGARA BERHAD,-,,"Tingkat 1 Blok C, Dataran Phb,, Saujana Resort, Section U2,, 40150, Kuala Lumpur, Selangor","Tingkat 5, Blok C, Dataran Phb,, Saujana Resort, Section U2,, 40150, Selangor",Aktif,36,8311-1,Taman Medan Cahaya,Selangor,Petaling ,
8312,yes,NYIOR MANIS SDN BHD,-,09-6234520,"41092-3b, Perkedaian Tepoh Fasa 1, Pekan Tepoh, 21300, Kuala Terengganu, Terengganu","41092-3b, Perkedaian Tepoh, Fasa 1, Pekan Tepoh, 21300, Kuala Terengganu, Terengganu",Aktif,2,8312-1,Taman Impiana,-,-,
8313,yes,DKLS CONSTRUCTION SDN. BHD.,-,,-,-,Aktif,1,8313-1,Lot 3717 & 3718 & Tanah Kerajaan Mukim Lumut,-,-,
8314,yes,ASAL SENI SDN. BHD.,sales.asalseni@gmail.com,052412426,"3, Hala Gopeng (off Jalan Sultan Nazrin Shah), 30250, Kinta, Perak","6 Jalan Chew Sin On, 31650, Kinta, Perak",Aktif,4,8314-1,Arena Perpaduan Sentosa,-,-,
8315,yes,KUANTAN WIRE PRODUCTS SDN. BHD.,-,,-,-,Aktif,1,8315-1,Taman 88,-,-,
8316,yes,KEMAJUAN TONG TOR SDN.BHD.,yeongwailan@gmail.com,077738222,"No.3 Jalan Indah 1/2, Taman Kluang Indah, 86000, Kluang, Johor","No. 23, Ground Floor, Jalan Lambak, 86000, Kluang, Johor",Aktif,26,8316-1,"Lot 13086, 13122, 13123 & 4423",-,-,
8317,yes,IKTIMETRO SDN. BHD.,-,,-,-,Aktif,1,8317-1,Lot 11026 Mukim Klang,-,-,
8318,yes,VALENCIA DEVELOPMENT SDN. BHD,SAIFULBAHRIN@GAMUDALAND.COM.MY,0361560021,"4403 Main Road Batu 12 Sungai Buloh Selangor, 47000, Gombak, Selangor","78 Jalan Ss22/21 Damansara Jaya 47400 Petaling Jaya Selangor, 47400, Petaling , Selangor",Aktif,17,8318-1,Lot 4411 & 32058 Mukim Batu,-,-,
8319,yes,SUPER LION ENTERPRISE SDN. BHD.,-,,-,-,Aktif,1,8319-1,Taman Sri Kenangan Bay,-,-,
8320,no,,,,,,,,,,,,
8321,yes,BANDAR MURNI SDN. BHD.,-,,"3a-12, Level 3a, Lobby 3, Block A, Damansara Intan, No. 1, Jalan Ss20/27, 47400, Petaling , Selangor","Suite 3.03, Level 3, Wisma Metro Kajang,, 43000, Hulu Langat, Selangor",Aktif,1,8321-1,Taman Salak Maju,Selangor,Sepang,
8322,yes,MEGAH MAXIMA SDN. BHD.,-,,-,-,Aktif,1,8322-1,Taman Okid,-,-,
8323,yes,RENTAK CENDANA SDN. BHD.,-,61578053,"Lot 530 & 531 Jln Perusahaan 3 Bandar Baru Sg Buloh, 47000, Petaling , Selangor","Lot 530 & 531 Jln Perusahaan 3 Bandar Baru Sg Buloh 47000 Selangor, 47000, Petaling , Selangor",Aktif,1,8323-1,Taman Rentak Cendana,Selangor,Klang,
8324,yes,GOPENG ROAD DEVELOPMENT COMPANY SDN. BHD.,yammie@teamkeris.com.my,052427000,"Tkb Tower, Times Square Ipoh, A-g-1 Jalan Sultan Nazrin Shah, 30250, Kinta, Perak","Tkb Tower, Times Square Ipoh, , A-g-1, Jalan Sultan Nazrin Shah, , 30250, Kinta, Perak",Aktif,11,8324-1,Panorama Lapangan Perdana ( County V Alentine ),Perak,Kinta,
8325,yes,ZENITH AIM SDN. BHD.,-,,"No. 2, Persiaran Seri Perdana, Presint 10, 62250, Putrajaya, Wp Putrajaya","20-m Lorong Gopeng, 41400, Kuala Langat, Selangor",Aktif,1,8325-1,Bandar Sungai Emas,Selangor,Kuala Langat,
8326,yes,IJM PROPERTIES SDN. BHD.,kpktcentral@ijm.com,0379858288,"Suite 15-01, Menara Ijm Land, 1 Lebuh Tunku Kudin 3, 11700, Daerah Timor Laut, Pulau Pinang","Tkt.2,wisma Ijm, Jalan Yong Shook Lin, 46050, Petaling , Selangor",Aktif,29,8326-1,Desa Latania,Selangor,Klang,
8327,yes,DENMAS   SDN. BHD.,-,,-,-,Aktif,1,8327-1,Vila Scotland,-,-,
8328,yes,INTRA TEGAS (M) SDN. BHD.,-,,-,-,Aktif,3,8328-1,Taman Bukit Mewah Fasa 9a,-,-,
8329,yes,ARDENT REALTY SDN. BHD.,-,,-,-,Aktif,1,8329-1,D' Rahsna,-,-,
8330,yes,TROPICAL RANKING SDN. BHD.,-,,-,-,Aktif,1,8330-1,Pangsapuri Ria,-,-,
8331,yes,RIGHTMART SDN. BHD.,-,03-20321899,"99, Jalan Pudu Lama,, 50200, Kuala Lumpur, Wp Kuala Lumpur","99, Jalan Pudu Lama,, 50200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8331-1,Hsd (t) 0142119 Lot 0000017,-,-,
8332,yes,CIPTAICON DEVELOPMENT SDN. BHD.,-,03-33422216,"No. 1008a, Jalan Meru, 41050, Klang, Selangor","No. 20a, Jalan Ss21/58, Damansara Utama, 47400, Petaling , Selangor",Aktif,3,8332-1,Lot 3209 Mukim Kapar,-,-,
8333,yes,BISTARI LAND SDN. BHD. (FORMERLY KNOW REDEZ PROPERTIES SDN. BHD.),redezproperties@yahoo.com,03-76603006,"Lot 1 Persiaran Ixora 2, Bandar Bistari Perdana, Pasir Gudang, 81700, Johor Bahru, Johor","C15, Level 15, Tower C, Megan Avenue Ii, No 12 Jln Yap Kwan Seng, 50450 Kuala Lumpur, 50450, Kuala Lumpur, Wp Kuala Lumpur",Aktif,10,8333-1,Bandar Bistari Perdana Fasa 1a,-,-,
8334,yes,TITIAN ARIF SDN. BHD.,-,04-7320000,"No.226, Tingkat 1, Jalan Shahab 2, Shahab Perdana, Lebuhraya Sultanah Bahiyah, 05150, Kota Setar, Kedah","No.1885-a, Ground Floor, Jalan Stadium, 05100, Kota Setar, Kedah",Aktif,1,8334-1,Taman Chengal,Kedah,Kubang Pasu,
8335,yes,ASPIRASI  MUTIARA SDN. BHD,-,03-21440990,"Suite 2505 25th Floor Central Plaza 34 Jalan Sultan Ismail, 50250, Kuala Lumpur, Wp Kuala Lumpur","Suite 2505 25th Floor Central Plaza 34 Jalan Sultan Ismail, 50250, Kuala Lumpur, Wp Kuala Lumpur",Aktif,4,8335-1,Pt 2993 - 3012 Mukim Telok Kemang,-,-,
8336,yes,TIGA SAUJANA SDN. BHD.,-,,-,-,Aktif,1,8336-1,Desa Saujana,-,-,
8337,yes,CHANSFIELD DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8337-1,Serambi Kota,-,-,
8338,yes,NPO DEVELOPMENT SDN. BHD.,-,,"N-16-01, Penthouse, Level 16, First Subang,, Jalan Ss 15/4g,, 47500, Petaling , Selangor",-,Aktif,2,8338-1,Mutiara Bukit Raja,-,-,
8339,yes,CITYCON ENGINEERING CONSTRUCTION SDN. BHD,yeehot@streamyx.com,09-8261118,"Lot Pt. 4578,tingat 1 Jalan Telaga Papan 1,, 24300, Kemaman, Terengganu","B-38, 1st Floor Lorong Seri Teruntum 139 Off Jalan Bukit Ubi, 25100, Kuantan, Pahang",Aktif,5,8339-1,Taman City,Terengganu,Kemaman,
8340,yes,KL - KEPONG PROPERTY DEVELOPMENT SDN. BHD.,sales@klkland.com.my,0377261868,"Suite 1a-1, Level 1 Menara Klk, No. 1, Jalan Pju 7/6, Mutiara Damansara, 47810, Petaling , Selangor","Wisma Taiko,, No. 1, Jalan S.p. Seenivasagam,, 30000, Kinta, Perak",Aktif,2,8340-1,Desa Coalfields,Selangor,Kuala Selangor,
8341,yes,SERDANG BARU PROPERTIES SDN. BHD.,-,,"23 Jalan Ss Bs 5/14a, Taman Bukit Serdang, 43300, Petaling , Selangor","23, Jalan Bs 5/14 A, Taman Bukit Serdang, Seri Kembangan,, 43300, Petaling , Selangor",Aktif,1,8341-1,Serdang Plaza,Selangor,Petaling ,
8342,yes,SUPER SYSTEM DEVELOPMENT & CONSTRUCTION  SDN. BHD,-,,-,-,Aktif,1,8342-1,1762 Mukim Jeram Batu,-,-,
8343,yes,PERINDUSTRIAN TENAGA MIX SDN. BHD.,-,,-,-,Aktif,1,8343-1,Pt 28220. Mukim Klang,-,-,
8344,yes,IDAMAN WARISAN SDN. BHD.,iwsb.kpkt@jesin.com.my,04-4235800,"26 & 27, Jalan Petani, 08000, Kuala Muda, Kedah","104, Frist Floor, Kompleks Alor Setar, Lebuhraya Darulaman,, 05100, Kota Setar, Kedah",Aktif,2,8344-1,Taman Orkid,-,-,
8345,yes,MKL PROPERTY SDN. BHD.,mklr@tm.net.my,03-89459768,"No. 31, Jalan Sr 1/4, Taman Serdang Raya, 43300, Petaling , Selangor","No. 31, Jalan Sr 1/4, Taman Serdang Raya,, 43300, Petaling , Selangor",Aktif,2,8345-1,Taman Sinaran,Selangor,Hulu Langat,
8346,yes,ENCOMAS SDN. BHD.,encomas@yahoo.com,047317199,"Encomas House, 2478 Jalan Pumpong , 05250, Kota Setar, Kedah","121 Tingkat 1, Komplek Alor Setar, Lebuhraya Darulaman, 05100, Kota Setar, Kedah",Aktif,39,8346-1,Taman Kim  2,-,-,
8347,yes,AMALAN TEPAT  PROPERTIES SDN. BHD.,-,,-,-,Aktif,2,8347-1,Taman Sri Perdana A'famosa,-,-,
8348,yes,BIDARI EHSAN SDN. BHD.,bidari8800@yahoo.com,03-87332323,"G-09 Siber Square, Jalan Cemerlang 1, Taman Universiti, Kajang, 43000, Hulu Langat, Selangor","Lot B12, 1st Floor, Block B, Plaza Pekeliling, Jalan Tun Razak, 50400, Kuala Lumpur, Wp Kuala Lumpur",Aktif,9,8348-1,Taman Universiti,-,-,
8349,yes,WENG SIAN ENTERPRISE SDN. BHD.,-,,-,-,Aktif,4,8349-1,Taman Cahaya Baiduri,-,-,
8350,yes,AMBLE IMAGE SDN. BHD.,-,,-,-,Aktif,1,8350-1,"Pt 19256 - 19267, Pt 19269 - 19280 Mukim Labu",-,-,
8351,yes,RED ROCK DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8351-1,Taman Sri Permai,-,-,
8352,yes,HOYANG DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8352-1,Pt 153 - Pt 170  Mukim Api-api,-,-,
8353,yes,JIA EU DEVELOPMENT SDN. BHD.,-,,"No. 2, Tingkat 1, Persiaran Damai 1, Damai Court, 28000, Temerloh, Pahang","C-34 1st Floor, Jalan Kuantan, 28000, Temerloh, Pahang",Aktif,46,8353-1,Taman Jerna Indah,-,-,
8354,yes,OCH DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,3,8354-1,Taman Och Delima( Fasa I),-,-,
8355,yes,YM PREMIER DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8355-1,Taman Mahsuri,Melaka,Alor Gajah,
8356,yes,REGAVEST DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8356-1,Taman Rimba Permai,-,-,
8357,yes,BRILLIANT CONTOUR SDN. BHD.,-,,-,-,Aktif,1,8357-1,Taman Sri Berangan,-,-,
8358,yes,ANTARA VISTA SDN. BHD.,bpd@tm.net.my,0358917211,"No. 6-1, Jalan Tengku Ampuan Zabedah G 9/g, Seksyen 9, Shah Alam, 40100, Petaling , Selangor","No. 37, Jalan Opera K U2/k, Taman Ttdi Jaya, Shah Alam, 40150, Petaling , Selangor",Aktif,2,8358-1,Vista Damansara,Selangor,Petaling ,
8359,yes,VICTALIA DEVELOPMENT & CONST. SDN.  BHD.,victalia_dv@yahoo.com,03-33731223,"No. 86a, 1st Floor, Lebuh Turi, Taman Chi Liung, 41200, Klang, Selangor","No. 86a, 1st Floor, Lebuh Turi, Taman Chi Liung, 41200, Klang, Selangor",Aktif,4,8359-1,Lot 849 Mukim Kapar,-,-,
8360,yes,SIMPURA AKTIF SDN. BHD.,-,09-7192233,"Pt 2910, Fasa V, Jalan Sbj Putra 2, Desa Sbj Putra, 16250, Tumpat, Kelantan","No.38, Wisma Wahida, Jalan Chow Kit, Kuala Lumpur, 50350, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,8360-1,Pembangunan Bandar Baru Pasir Pekan,Kelantan,Tumpat,
8361,yes,MAMMOTH EMPIRE HOLDING SDN. BHD.,-,,-,-,Aktif,2,8361-1,"Lot 1872, Ampangan",-,-,
8362,yes,TENGKU MOHD. KAMIL DAN NG SDN. BHD.,amreal@po.jaring.my,03-3373 2888,"Tingkat 9, Menara A&m, Garden Business Centre, No. 3, Jalan Istana,, 41000, Klang, Selangor","36a, Lorong Gelugor Off Persiaran Sultan Ibrahim,, 41300, Klang, Selangor",Aktif,2,8362-1,Pangsapuri Suria,Selangor,Klang,
8363,yes,KEJURUTERAAN BINTAI KINDENKO SDN. BHD.,amirulsopiee@bintai.com.my,0376620488,"10-01-02 Pjx-hm Shah Tower, Jalan Persiaran Barat, 46050, Petaling , Selangor","B-21-1, Level 21, Tower B,, Northpoint Mid Valley City,, No. 1, Medan Syed Putra Utara, 59200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,8363-1,"Sentul Perdana, Bandar Baru Sentul,wpkl",Wp Kuala Lumpur,Kuala Lumpur,
8364,yes,YING DAI DEVELOPMENT SDN. BHD,-,,-,-,Aktif,1,8364-1,Taman Keranji 3,-,-,
8365,yes,LEEK TART DEVELOPMENT SDN. BHD.,-,,"Jalan Air Putih,, Semambu, 25300, Kuantan, Pahang","A-4380,1st Floor, Jalan Telok Sisek, 25000, Kuantan, Pahang",Aktif,4,8365-1,Taman Setongkol Jaya,-,-,
8366,yes,KARYA CEMERLANG SDN. BHD.,-,,-,-,Aktif,1,8366-1,Sri Cemerlang,-,-,
8367,no,,,,,,,,,,,,
8368,no,,,,,,,,,,,,
8369,yes,EURO BINA DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8369-1,Lot 11207,-,-,
8370,yes,LIAN SOON THIAM SDN.BHD.,-,,"No. 14 Jalan Bunga Matahari, Taman Pertama Fasa 4, 45200, Sabak Bernam, Selangor","No. 75, Jalan Raja Chulan, 45200, Sabak Bernam, Selangor",Aktif,7,8370-1,Taman Perdana,-,-,
8371,yes,ACREVEST SDN. BHD.,-,,-,-,Aktif,1,8371-1,Taaman Perdana Dua,-,-,
8372,yes,C.T. WORLD DEVELOPMENT SDN. BHD.,ctworld_dev@yahoo.com,047347312,"No. 1880 Jalan Stadium, 05100, Kota Setar, Kedah","Level 1, 8a Jalan Tengah, 05100, Kota Setar, Kedah",Aktif,16,8372-1,Taman Sri Indah Fasa 4,-,-,
8373,yes,MEKAR MURNI DEVELOPMENT SDN. BHD.,-,,"No.2758, Jalan Chain Ferry, Taman Inderawasih, 13600, Seberang Perai Utara, Pulau Pinang","No.8 & 10, Ground Floor, Lorong Tembikai Satu, Kawasan Perniagaan Sungai Rambai, 14000, Seberang Perai Tengah, Pulau Pinang",Aktif,22,8373-1,Taman Murni,-,-,
8374,yes,HEXBON INDUSTRIES (M) SDN. BHD.,tongyengdev@yahoo.com,,"C5577, Jalan Dato Palembang, Bukit Baru, Hang Tuah Jaya, 75150, Melaka Tengah, Melaka","50-1, 52-1 & 54-1, Jalan Bpm 2, Taman Bukit Piatu Mutiara, 75150, Melaka Tengah, Melaka",Aktif,9,8374-1,Taman Merak Mas,-,-,
8375,yes,PELITA POPULAR SDN. BHD.,-,,-,-,Aktif,1,8375-1,Lot 154 Mukim Sungai Karang,-,-,
8376,yes,USN SDN. BHD.,-,,-,-,Aktif,2,8376-1,Taman Sri Pelabuhan,-,-,
8377,yes,KHAS MAKMUR DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8377-1,Taman Makmur,-,-,
8378,no,,,,,,,,,,,,
8379,yes,SEKINCHAN JAYA SDN. BHD.,-,03-56292600,"83 & 85 (2nd Floor), Jalan Ss15/4c, 47500, Petaling , Selangor","83 & 85 (2nd Floor), Jalan Ss15/4c, 47500, Petaling , Selangor",Aktif,2,8379-1,Lot 584 Pekan Sekinchan,-,-,
8380,yes,ATIRA DEVELOPMENT (M) SDN. BHD.,ag.admkl@gmail.com,,"No. 2 Jalan Lengkong Zooview, 68000, Gombak, Selangor","Pt 1047, Tingkat 1, Bandar Baru Kubang Kerian, 16150, Kota Bharu, Kelantan",Aktif,11,8380-1,Lot 176 Mukim Mahang West,-,-,
8381,yes,AIN BINA DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8381-1,Taman Chepor Impian,-,-,
8382,yes,EIGHTCOM SEIKI (M) SDN. BHD.,-,,-,-,Aktif,1,8382-1,Pangsapuri Pinang Emas,-,-,
8383,yes,IDEAL SYNERGY SDN. BHD.,-,,-,-,Aktif,1,8383-1,Saujana Kajang,-,-,
8384,yes,WARISAN JENGKA HOLDINGS (M) SDN. BHD.,wjpd.wjhsb@yahoo.com,09-4677244,"Aras 2, Wisma Warisan, Jalan Besar, 26400, Maran, Pahang","A9-1a, Tingkat 1, Sri Dagangan, Lorong Tun Ismail 6, 25000, Kuantan, Pahang",Aktif,2,8384-1,Rantau Perintis Tambahan,-,-,
8385,yes,SINGGAH TEPAT SDN. BHD.,-,,-,-,Aktif,1,8385-1,Taman Lubuk Puyu,-,-,
8386,yes,RUBY WONDER SDN. BHD.,-,,-,-,Aktif,1,8386-1,Pt 8156 - Pt 8245 Mukim Sungai Karang,-,-,
8387,yes,GETEX (M) SDN. BHD.,-,,-,-,Aktif,1,8387-1,Pt 8207 - Pt 8221 Mukim Sura,-,-,
8388,no,,,,,,,,,,,,
8389,yes,JOHAN KEKAL SDN. BHD.,-,,-,-,Aktif,1,8389-1,Sri Bukit Persekutuan (federal Hill),-,-,
8390,no,,,,,,,,,,,,
8391,yes,EWALIM SDN. BHD.,ewatup@gmail.com,,"No. 6a, Jalan Waras Satu,, Taman Connaught, Cheras, 56000, Kuala Lumpur, Wp Kuala Lumpur","No. 6, Jalan Waras Satu, Taman Connaught, 6th Mile, Jalan Cheras, 56000, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8391-1,Taman Helang Perdana,Kedah,Kulim,
8392,yes,REKA INDAH DEVELOPMENT (KEPALA BATAS) SDN. BHD.,ridpg88@yahoo.com,04-6588800,"E-gate, 1-04-02, Lebuh Tunku Kudin 2, 11700, Daerah Timor Laut, Pulau Pinang","1-g-1, Sri Pelangi, Jalan Bukom, 10150, Daerah Timor Laut, Pulau Pinang",Aktif,3,8392-1,Taman Abdullah Fahim Fasa Iv,-,-,
8393,yes,GAMUDA LAND (BOTANIC) SDN. BHD.,-,,"No.1, Jalan Kasuarina 7/ks7,, Bandar Botanic, 41200, Klang, Selangor","Menara Gamuda, D-16-01, Block D, Pj  Trade Centre, No 8 Jalan Pju 8/8a, Bandar Damansara Perdana, 47820, Petaling , Selangor",Aktif,34,8393-1,Bandar Botanic,-,-,
8394,yes,KOTAVILLE SDN. BHD.,kvramza@yahoo.com,09-7182128,"Pt 2035 Taman Desa Sbj Putra, 16250, Tumpat, Kelantan","No.62-b, Tingkat Bawah, Jalan Embi, 15150, Kota Bharu, Kelantan",Aktif,1,8394-1,Kotaville Indah,Kelantan,Tumpat,
8395,yes,PERQUEST SDN. BHD.,tilb@tambunindah.com,6043240088,"12-01, Penthouse,wisma Pantai, Jalan Wisma Pantai, Kampung Gajah, 12200, Seberang Perai Utara, Pulau Pinang","51-21-a Menara Bhl Bank, Jalan Sultan Ahmad Shah, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,4,8395-1,Taman Tambun Emas,-,-,
8396,yes,COMFORT DESIGNS SDN. BHD.,-,,-,-,Aktif,2,8396-1,Taman Pantai Makmur,-,-,
8397,yes,LISTARI HILL SDN. BHD.,-,,-,-,Aktif,1,8397-1,Taman Belatuk Emas,-,-,
8398,yes,OUTLET RANK (M) SDN. BHD.,-,,-,-,Aktif,1,8398-1,Lot 785 Mukim Ulu Bernam Timur,-,-,
8399,yes,EDARAN INTAN SDN. BHD.,-,,"Suite 8-12-4, 12th Floor, Menara Mutiara Bangsar, Jln Liku Off Jln Riong, 59100, Kuala Lumpur, Wp Kuala Lumpur","No.22-2, Jalan 1/76c, Desa Pandan, 55100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8399-1,Taman Desa Permata,-,-,
8400,yes,MULIA MOLEK SDN. BHD.,-,,-,-,Aktif,1,8400-1,Taman Angsana Sari,-,-,
8401,yes,BUMI JOHAN SDN. BHD.,abhhims@gmail.com,057162767,"No. 29 Jalan Damai , Taman Damai, 34200, Kerian, Perak","First Floor (room A), No. 11a, Tingkat Kikik 7, Taman Inderawasih, 13600, Seberang Perai Tengah, Pulau Pinang",Aktif,25,8401-1,Taman Serai Maju,-,-,
8402,yes,OPHIR DEVELOPMENT SDN. BHD.,-,09-2557933,"51, Taman Ann Lok, 28300, Bera, Pahang","51, Taman Ann Lok, 28300, Bera, Pahang",Aktif,1,8402-1,Taman Triang Jaya,Pahang,Bera,
8403,yes,S.D. DEVELOPMENT SDN. BHD.,samad_dwd@yahoo.com,0332248193,"No. 1135-b, Ground Floor, Jalan Syed Abu Bakar,, 36000, Hilir Perak, Perak","No. 1135-b, Ground Floor, Jalan Syed Abu Bakar,, 36000, Hilir Perak, Perak",Aktif,2,8403-1,Pt 7026 Mukim Pancang Bedena,-,-,
8404,yes,HOMESTEAD REALTY SENDIRIIAN BERHAD,CENHOMES@STREAMYX.COM,03-20952007,"15-1 Bangsar Indah, Lorong Maarof, Bukit Bandar Raya, 59000 Kuala Lumpur, 59000, Kuala Lumpur, Wp Kuala Lumpur","M2c-11, Jalan Pandan Indah 4/6,pandan Indah,55100 Kuala Lumpur, 55100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,8404-1,Taman Teluk Intan,Perak,Hilir Perak,
8405,yes,BINTANG BUANA SDN. BHD.,kay@igbcorp.com,0322898989,"Level 29, South Tower, The Garden, Mid Valley City, Lingkaran Syed Putra, 59200, Kuala Lumpur, Wp Kuala Lumpur","Penthouse,  South Tower, The Garden, Mid Valley City, Lingkaran Syed Putra, 59200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8405-1,Seri Maya,Selangor,Gombak,
8406,yes,WARISAN TRADISI SDN. BHD.,theskieskl@gmail.com,0377880036,"Unit 14-02, Medan Kelang Lama, 28, No. 419, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur","No. 104-2, Jalan Mega Mendung, Taman United, 58200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,3,8406-1,Kuala Lumpur Cityview Apartments,-,-,
8407,yes,WANDEERFULL PROPERTY & DEVELOPMENT SDN. BHD.,-,,"7-2,tkt 2,the Boulevard, Mid Valley City, 59200, Kuala Lumpur, Wp Kuala Lumpur","7-2,tkt 2,the Boulevard, Mid Valley City, Lingkaran Syed Putra;k.lumpur, 59200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,9,8407-1,Taman Meranti Jaya Fasa 1,-,-,
8408,yes,AMASSER DEVELOPER SDN. BHD.,-,,-,-,Aktif,1,8408-1,Taman Bunga Tanjung Fasa 11,-,-,
8409,yes,SAHULDIN DEVELOPMENT & CONSTRUCTION SDN. BHD.,-,,"23-a, Jalan Indah, Taman Medan Indah, 81900, Kota Tinggi, Johor","Room 503, 5th Floor, Merlin Tower, 80000, Johor Bahru, Johor",Aktif,1,8409-1,Paya Datuk Ii (taman Kebaya),Melaka,Alor Gajah,
8410,yes,SUPREME LOTUS (M) SDN. BHD.,-,06-2810888,"D5-4, 5th Floor, Plaza Jayamuda, Jln Pelandok Putih, Off Jln Ong Kim Wee, 75300, Melaka Tengah, Melaka","100g/, Jln Kesidang 2/24, Lorong Pandan, 75250, Melaka Tengah, Melaka",Aktif,2,8410-1,Taman Kejora,Melaka,Alor Gajah,
8411,yes,LKPP PROPERTY SENDIRIAN BERHAD,azri@lkppproperty.com.my,,"B17 & B19, Tingkat 1, Bangunan Capital Square, Jalan Haji Abdul Rahman, 25000, Kuantan, Pahang","Bangunan Pkpp, Jalan Gambut, 25990, Kuantan, Pahang",Aktif,22,8411-1,Taman Guru 3a,-,-,
8412,yes,AUTUMN GROWTH SDN. BHD.,-,,-,-,Aktif,1,8412-1,Taman Mesra Raia,-,-,
8413,yes,COSMAL ENTERPRISE SDN. BHD.,-,06-2822535,"No. 211, Taman Melaka Raya, 75000, Melaka Tengah, Melaka","No. 211, Taman Melaka Raya, 75000, Melaka Tengah, Melaka",Aktif,3,8413-1,Taman Saujana Indah,Melaka,Melaka Tengah,
8414,yes,DIVERSIFIED ORIENT SDN. BHD.,-,,-,-,Aktif,1,8414-1,Taman Tanjung Minyak,-,-,
