tracker,seq,week,code,total_sold,total_units,teduh_name,note,block_note
status13,,2026-08-20,20253-3,1148,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 594, Block X: 554"
status13,,2026-08-20,30876-1,126,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 126
status13,,2026-08-20,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 333, Block B: 326"
status13,,2026-08-20,31332-1,174,830,BINASTRA COCHRANE,,"Latest sales - Block A: 113, Block B: 61"
johor,,2026-08-20,835-14,302,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 189, Block B: 113"
johor,,2026-08-20,30946-1,953,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 388, Block B: 371, Block C: 86, Block D: 108"
johor,,2026-08-20,14523-4,48,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 48
johor,,2026-08-20,30635-1,1056,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 327, Block 1B: 340, Block 2A: 213, Block 2B: 176"
johor,,2026-08-20,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-20,31100-1,1420,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 448, Block B1: 231, Block B2: 285, Block D1: 168, Block D2: 288"
johor,,2026-08-20,31074-1,999,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 402, Block B: 368, Block C: 229"
johor,,2026-08-20,9600-6,739,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 493, Block B: 246"
johor,,2026-08-20,31031-1,1394,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 727, Block B: 667"
johor,,2026-08-20,30828-3,905,996,RESIDENSI GEN SFERA,,
johor,,2026-08-20,13531-2,719,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 435, Block B: 284"
johor,,2026-08-20,31034-1,389,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 296, Block B: 93"
johor,,2026-08-20,31149-1,293,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 211, Block B: 82"
seputeh,,2026-08-21,32-16,43,146,RESIDENSI EDEN,,"Latest sales - Block A: 2, Block B: 6, Block C: 4, Block D: 10, Block E: 2, Block F: 2, Block G: 10, Block H: 7"
seputeh,,2026-08-21,30216-1,35,154,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RA/N: 33, Block RA/S: 2"
seputeh,,2026-08-21,30216-2,48,490,PAVILION DAMANSARA HEIGHTS PHASE 2,,"Latest sales - Block RC/N: 12, Block RC/S: 36"
seputeh,,2026-08-21,31078-1,45,48,VILA BATAI,,
seputeh,,2026-08-21,31274-1,1,244,AOSIS MONT KIARA,,
seputeh,,2026-08-21,2463-23,335,433,PARKCITY RESIDENCES,,
status13,,2026-08-21,31202-1,183,1310,RESIDENSI WARISAN SALAK SELATAN,,"Latest sales - Block A: 100, Block B: 83"
status13,,2026-08-21,13262-2,344,1544,RESIDENSI M AURORA,,"Latest sales - Block A: 47, Block B: 297"
status13,,2026-08-21,30590-2,123,996,ARTE STAR,,Latest sales - Block B: 123
status13,,2026-08-21,5911-33,1003,1618,RESIDENSI M ASPIRA,,"Latest sales - Block A: 460, Block B: 543"
status13,,2026-08-21,30363-2,1125,1218,RESIDENSI DESA TIMUR,,"Latest sales - Block A: 181, Block B: 581, Block C: 362"
status13,,2026-08-21,30821-1,509,988,RESIDENSI RADIUM,,"Latest sales - Block A: 252, Block B: 257"
status13,,2026-08-21,30366-1,467,482,RESIDENSI AMBIEN,,Latest sales - Block A: 467
status13,,2026-08-21,13074-4,236,299,RESIDENSI HANA,,
status13,,2026-08-21,8824-5,626,1296,RESIDENSI SUNWAY COCHRANE,,"Latest sales - Block A: 174, Block B: 452"
status13,,2026-08-21,20253-3,1151,1500,RESIDENSI PLATINUM SAUJANA VIOLET 2 (PSV2),,"Latest sales - Block W: 595, Block X: 556"
status13,,2026-08-21,30876-1,127,551,RESIDENSI VERIDIAN,,Latest sales - Block A: 127
status13,,2026-08-21,30250-2,659,661,RESIDENSI AURUM,,"Latest sales - Block A: 333, Block B: 326"
status13,,2026-08-21,31332-1,191,830,BINASTRA COCHRANE,,"Latest sales - Block A: 124, Block B: 67"
johor,,2026-08-21,835-14,302,715,RESIDENSI DWI PESONA,,"Latest sales - Block A: 189, Block B: 113"
johor,,2026-08-21,30946-1,954,1950,RESIDENSI SENIBONG MUTIARA,,"Latest sales - Block A: 389, Block B: 371, Block C: 86, Block D: 108"
johor,,2026-08-21,14523-4,48,416,RESIDENSI PANORAMA SENIBONG,"unit count on TEDUH is 416, tracker says 1500",Latest sales - Block A: 48
johor,,2026-08-21,30635-1,1058,2156,RESIDENSI PARKLAND PERMAS,,"Latest sales - Block 1A: 327, Block 1B: 340, Block 2A: 215, Block 2B: 176"
johor,,2026-08-21,31007-1,845,848,RESIDENSI KEBUN TEH (THE ASTERIAZ @ KEBUN TEH),,
johor,,2026-08-21,31100-1,1421,4525,RESIDENSI DATARAN SELATAN (DOVER TOWER),"unit count on TEDUH is 4525, tracker says 3692","Latest sales - Block A: 449, Block B1: 231, Block B2: 285, Block D1: 168, Block D2: 288"
johor,,2026-08-21,31074-1,1001,2743,RESIDENSI MAXIM PELANGI,,"Latest sales - Block A: 403, Block B: 369, Block C: 229"
johor,,2026-08-21,9600-6,741,1733,RESIDENSI ANGGUN MEWAH,,"Latest sales - Block A: 494, Block B: 247"
johor,,2026-08-21,31031-1,1394,1623,SKYLINE ONE SENTOSA,,"Latest sales - Block A: 727, Block B: 667"
johor,,2026-08-21,30828-3,906,996,RESIDENSI GEN SFERA,,
johor,,2026-08-21,13531-2,720,824,RESIDENSI AMBAR RIMBA,,"Latest sales - Block A: 436, Block B: 284"
johor,,2026-08-21,31034-1,390,1012,SOHO SUNWAY MAJESTIC,,"Latest sales - Block A: 297, Block B: 93"
johor,,2026-08-21,31149-1,296,1274,RESIDENSI DANGA PARAGON 1,,"Latest sales - Block A: 212, Block B: 84"
