week,tracker,code,group_idx,unit_type,units,sold
2026-08-23,johor,13531-2,0,Pangsapuri Servis,824,720
2026-08-23,johor,31034-1,0,Soho,540,297
2026-08-23,johor,31034-1,1,Soho,472,93
2026-08-23,johor,31149-1,0,Pangsapuri Servis,637,212
2026-08-23,johor,31149-1,1,Pangsapuri Servis,637,86
2026-08-24,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-24,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-24,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-24,seputeh,32-16,3,Rumah Pangsa/Kondo,27,9
2026-08-24,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-24,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-24,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-24,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-24,seputeh,30216-1,0,Pangsapuri Servis,154,35
2026-08-24,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-24,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-24,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-24,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,254
2026-08-24,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,84
2026-08-24,status13,31202-1,0,Pangsapuri Suite,680,101
2026-08-24,status13,31202-1,1,Pangsapuri Suite,630,83
2026-08-24,status13,13262-2,0,Pangsapuri Suite,747,48
2026-08-24,status13,13262-2,1,Pangsapuri Suite,797,299
2026-08-24,status13,30590-2,0,Soho,996,123
2026-08-24,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-24,status13,5911-33,1,Pangsapuri Servis,932,545
2026-08-24,status13,30363-2,0,Pangsapuri Suite,1218,1125
2026-08-24,status13,30821-1,0,Pangsapuri Suite,494,255
2026-08-24,status13,30821-1,1,Pangsapuri Suite,494,258
2026-08-24,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-24,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-24,status13,8824-5,0,Pangsapuri Servis,641,184
2026-08-24,status13,8824-5,1,Pangsapuri Servis,655,456
2026-08-24,status13,20253-3,0,Rumah Pangsa/Kondo,757,595
2026-08-24,status13,20253-3,1,Rumah Pangsa/Kondo,743,557
2026-08-24,status13,30876-1,0,Rumah Pangsa/Kondo,551,127
2026-08-24,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-24,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-24,status13,31332-1,0,Pangsapuri Servis,415,130
2026-08-24,status13,31332-1,1,Pangsapuri Servis,415,72
2026-08-24,johor,835-14,0,Pangsapuri Servis,715,303
2026-08-24,johor,30946-1,0,Pangsapuri Servis,1950,959
2026-08-24,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-24,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-24,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-24,johor,30635-1,2,Pangsapuri Servis,539,216
2026-08-24,johor,30635-1,3,Pangsapuri Servis,539,176
2026-08-24,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-24,johor,31100-1,0,Pangsapuri Servis,1527,456
2026-08-24,johor,31100-1,1,Pangsapuri Servis,1257,516
2026-08-24,johor,31100-1,2,Pangsapuri Servis,908,449
2026-08-24,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-24,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-24,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-24,johor,31074-1,2,Pangsapuri Servis,1027,232
2026-08-24,johor,9600-6,0,Pangsapuri Servis,843,494
2026-08-24,johor,9600-6,1,Pangsapuri Servis,890,253
2026-08-24,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-24,johor,31031-1,1,Pangsapuri Servis,808,668
2026-08-24,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-24,johor,13531-2,0,Pangsapuri Servis,824,720
2026-08-24,johor,31034-1,0,Soho,540,297
2026-08-24,johor,31034-1,1,Soho,472,93
2026-08-24,johor,31149-1,0,Pangsapuri Servis,637,212
2026-08-24,johor,31149-1,1,Pangsapuri Servis,637,86
2026-08-25,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-25,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-25,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-25,seputeh,32-16,3,Rumah Pangsa/Kondo,27,9
2026-08-25,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-25,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-25,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-25,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-25,seputeh,30216-1,0,Pangsapuri Servis,154,36
2026-08-25,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-25,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-25,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-25,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,255
2026-08-25,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,84
2026-08-25,status13,31202-1,0,Pangsapuri Suite,680,101
2026-08-25,status13,31202-1,1,Pangsapuri Suite,630,84
2026-08-25,status13,13262-2,0,Pangsapuri Suite,747,49
2026-08-25,status13,13262-2,1,Pangsapuri Suite,797,300
2026-08-25,status13,30590-2,0,Soho,996,124
2026-08-25,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-25,status13,5911-33,1,Pangsapuri Servis,932,546
2026-08-25,status13,30363-2,0,Pangsapuri Suite,1218,1126
2026-08-25,status13,30821-1,0,Pangsapuri Suite,494,256
2026-08-25,status13,30821-1,1,Pangsapuri Suite,494,259
2026-08-25,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-25,status13,13074-4,0,Pangsapuri Servis,299,236
2026-08-25,status13,8824-5,0,Pangsapuri Servis,641,184
2026-08-25,status13,8824-5,1,Pangsapuri Servis,655,456
2026-08-25,status13,20253-3,0,Rumah Pangsa/Kondo,757,596
2026-08-25,status13,20253-3,1,Rumah Pangsa/Kondo,743,557
2026-08-25,status13,30876-1,0,Rumah Pangsa/Kondo,551,128
2026-08-25,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-25,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-25,status13,31332-1,0,Pangsapuri Servis,415,144
2026-08-25,status13,31332-1,1,Pangsapuri Servis,415,78
2026-08-25,johor,835-14,0,Pangsapuri Servis,715,304
2026-08-25,johor,30946-1,0,Pangsapuri Servis,1950,959
2026-08-25,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-25,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-25,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-25,johor,30635-1,2,Pangsapuri Servis,539,216
2026-08-25,johor,30635-1,3,Pangsapuri Servis,539,178
2026-08-25,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-25,johor,31100-1,0,Pangsapuri Servis,1527,471
2026-08-25,johor,31100-1,1,Pangsapuri Servis,1257,528
2026-08-25,johor,31100-1,2,Pangsapuri Servis,908,491
2026-08-25,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-25,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-25,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-25,johor,31074-1,2,Pangsapuri Servis,1027,232
2026-08-25,johor,9600-6,0,Pangsapuri Servis,843,495
2026-08-25,johor,9600-6,1,Pangsapuri Servis,890,254
2026-08-25,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-25,johor,31031-1,1,Pangsapuri Servis,808,668
2026-08-25,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-25,johor,13531-2,0,Pangsapuri Servis,824,723
2026-08-25,johor,31034-1,0,Soho,540,297
2026-08-25,johor,31034-1,1,Soho,472,93
2026-08-25,johor,31149-1,0,Pangsapuri Servis,637,213
2026-08-25,johor,31149-1,1,Pangsapuri Servis,637,86
2026-08-26,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-26,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-26,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-26,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-26,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-26,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-26,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-26,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-26,seputeh,30216-1,0,Pangsapuri Servis,154,36
2026-08-26,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-26,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-26,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-26,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,256
2026-08-26,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,84
2026-08-26,status13,31202-1,0,Pangsapuri Suite,680,101
2026-08-26,status13,31202-1,1,Pangsapuri Suite,630,85
2026-08-26,status13,13262-2,0,Pangsapuri Suite,747,49
2026-08-26,status13,13262-2,1,Pangsapuri Suite,797,300
2026-08-26,status13,30590-2,0,Soho,996,124
2026-08-26,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-26,status13,5911-33,1,Pangsapuri Servis,932,546
2026-08-26,status13,30363-2,0,Pangsapuri Suite,1218,1126
2026-08-26,status13,30821-1,0,Pangsapuri Suite,494,257
2026-08-26,status13,30821-1,1,Pangsapuri Suite,494,259
2026-08-26,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-26,status13,13074-4,0,Pangsapuri Servis,299,237
2026-08-26,status13,8824-5,0,Pangsapuri Servis,641,184
2026-08-26,status13,8824-5,1,Pangsapuri Servis,655,456
2026-08-26,status13,20253-3,0,Rumah Pangsa/Kondo,757,596
2026-08-26,status13,20253-3,1,Rumah Pangsa/Kondo,743,557
2026-08-26,status13,30876-1,0,Rumah Pangsa/Kondo,551,128
2026-08-26,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-26,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-26,status13,31332-1,0,Pangsapuri Servis,415,150
2026-08-26,status13,31332-1,1,Pangsapuri Servis,415,80
2026-08-26,johor,835-14,0,Pangsapuri Servis,715,304
2026-08-26,johor,30946-1,0,Pangsapuri Servis,1950,961
2026-08-26,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-26,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-26,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-26,johor,30635-1,2,Pangsapuri Servis,539,216
2026-08-26,johor,30635-1,3,Pangsapuri Servis,539,178
2026-08-26,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-26,johor,31100-1,0,Pangsapuri Servis,1527,472
2026-08-26,johor,31100-1,1,Pangsapuri Servis,1257,529
2026-08-26,johor,31100-1,2,Pangsapuri Servis,908,491
2026-08-26,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-26,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-26,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-26,johor,31074-1,2,Pangsapuri Servis,1027,232
2026-08-26,johor,9600-6,0,Pangsapuri Servis,843,495
2026-08-26,johor,9600-6,1,Pangsapuri Servis,890,254
2026-08-26,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-26,johor,31031-1,1,Pangsapuri Servis,808,668
2026-08-26,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-26,johor,13531-2,0,Pangsapuri Servis,824,723
2026-08-26,johor,31034-1,0,Soho,540,297
2026-08-26,johor,31034-1,1,Soho,472,93
2026-08-26,johor,31149-1,0,Pangsapuri Servis,637,213
2026-08-26,johor,31149-1,1,Pangsapuri Servis,637,86
2026-08-26,ukay,9500-8,0,Rumah Pangsa/Kondo,306,95
2026-08-26,ukay,20140-2,0,Rumah Pangsa/Kondo,230,45
2026-08-26,ukay,20140-2,1,Rumah Pangsa/Kondo,216,201
2026-08-26,ukay,20140-2,2,Rumah Pangsa/Kondo,291,97
2026-08-26,ukay,11519-3,0,Rumah Pangsa/Kondo,344,343
2026-08-26,ukay,597-13,0,Pangsapuri Servis,234,228
2026-08-26,ukay,10296-3,0,Rumah Sesebuah,1,1
2026-08-26,ukay,10296-3,1,Rumah Berkembar,2,2
2026-08-26,ukay,10296-3,2,Rumah Teres,45,45
2026-08-26,ukay,10296-3,3,Rumah Berkembar,4,4
2026-08-26,ukay,10296-3,4,Rumah Sesebuah,1,1
2026-08-26,ukay,10296-3,5,Rumah Teres,80,80
2026-08-26,ukay,10296-3,6,Rumah Berkembar,24,24
2026-08-26,ukay,10296-3,7,Rumah Sesebuah,1,1
2026-08-26,ukay,10296-3,8,Rumah Teres,12,12
2026-08-26,ukay,10296-3,9,Rumah Teres,54,54
2026-08-26,ukay,10296-3,10,Rumah Teres,12,12
2026-08-26,ukay,10296-3,11,Rumah Berkembar,18,18
2026-08-26,ukay,10296-3,12,Rumah Sesebuah,1,1
2026-08-26,ukay,10296-3,13,Rumah Sesebuah,1,1
2026-08-26,ukay,10296-3,14,Rumah Berkembar,12,12
2026-08-26,ukay,10296-3,15,Rumah Berkembar,2,2
2026-08-26,ukay,10296-3,16,Rumah Berkembar,2,2
2026-08-26,ukay,10296-3,17,Rumah Sesebuah,1,1
2026-08-26,ukay,12369-1,0,Rumah Teres,32,32
2026-08-26,ukay,12166-1,0,Rumah Sesebuah,3,3
2026-08-26,ukay,12166-1,1,Rumah Sesebuah,10,10
2026-08-26,ukay,12166-1,2,Rumah Sesebuah,61,61
2026-08-26,ukay,9500-7,0,Rumah Teres,7,7
2026-08-26,ukay,9500-7,1,Rumah Teres,7,7
2026-08-26,ukay,9500-7,2,Rumah Teres,12,12
2026-08-26,ukay,9500-7,3,Rumah Pangsa/Kondo,30,30
2026-08-26,ukay,9500-7,4,Rumah Pangsa/Kondo,38,38
2026-08-26,ukay,9500-7,5,Rumah Pangsa/Kondo,36,36
2026-08-26,ukay,9500-7,6,Rumah Pangsa/Kondo,38,38
2026-08-26,ukay,9500-7,7,Rumah Pangsa/Kondo,26,26
2026-08-26,ukay,9500-7,8,Rumah Pangsa/Kondo,28,28
2026-08-26,ukay,11078-3,0,Pangsapuri Servis,2,1
2026-08-26,ukay,11078-3,1,Pangsapuri Servis,8,3
2026-08-26,ukay,11078-3,2,Pangsapuri Servis,2,2
2026-08-26,ukay,11078-3,3,Pangsapuri Servis,8,3
2026-08-26,ukay,11078-3,4,Pangsapuri Servis,48,19
2026-08-26,ukay,11078-3,5,Pangsapuri Servis,48,18
2026-08-26,ukay,11078-3,6,Pangsapuri Servis,128,119
2026-08-26,ukay,11078-3,7,Pangsapuri Servis,20,20
2026-08-26,ukay,11078-3,8,Pangsapuri Servis,32,12
2026-08-26,ukay,12123-1,0,Rumah Teres,50,50
2026-08-26,ukay,12123-1,1,Rumah Pangsa/Kondo,13,13
2026-08-26,ukay,12123-1,2,Rumah Sesebuah,18,18
2026-08-26,ukay,20140-1,0,Rumah Pangsa/Kondo,237,233
2026-08-26,ukay,20140-1,1,Rumah Pangsa/Kondo,226,223
2026-08-26,ukay,12437-2,0,Rumah Teres,41,41
2026-08-26,ukay,12437-2,1,Rumah Teres,40,39
2026-08-26,ukay,12437-2,2,Rumah Teres,25,24
2026-08-26,ukay,11602-1,0,Rumah Teres,11,11
2026-08-27,seputeh,32-16,0,Rumah Pangsa/Kondo,13,2
2026-08-27,seputeh,32-16,1,Rumah Pangsa/Kondo,13,6
2026-08-27,seputeh,32-16,2,Rumah Pangsa/Kondo,21,4
2026-08-27,seputeh,32-16,3,Rumah Pangsa/Kondo,27,10
2026-08-27,seputeh,32-16,4,Rumah Pangsa/Kondo,13,2
2026-08-27,seputeh,32-16,5,Rumah Pangsa/Kondo,12,2
2026-08-27,seputeh,32-16,6,Rumah Pangsa/Kondo,27,10
2026-08-27,seputeh,32-16,7,Rumah Pangsa/Kondo,20,7
2026-08-27,seputeh,30216-1,0,Pangsapuri Servis,154,36
2026-08-27,seputeh,30216-2,0,Pangsapuri Servis,490,48
2026-08-27,seputeh,31078-1,0,Rumah Berpagar & Berpengawal,48,45
2026-08-27,seputeh,31274-1,0,Rumah Pangsa/Kondo,244,1
2026-08-27,seputeh,2463-23,0,Rumah Pangsa/Kondo,293,256
2026-08-27,seputeh,2463-23,1,Rumah Pangsa/Kondo,140,84
2026-08-27,status13,31202-1,0,Pangsapuri Suite,680,101
2026-08-27,status13,31202-1,1,Pangsapuri Suite,630,85
2026-08-27,status13,13262-2,0,Pangsapuri Suite,747,49
2026-08-27,status13,13262-2,1,Pangsapuri Suite,797,300
2026-08-27,status13,30590-2,0,Soho,996,124
2026-08-27,status13,5911-33,0,Pangsapuri Servis,686,460
2026-08-27,status13,5911-33,1,Pangsapuri Servis,932,546
2026-08-27,status13,30363-2,0,Pangsapuri Suite,1218,1126
2026-08-27,status13,30821-1,0,Pangsapuri Suite,494,257
2026-08-27,status13,30821-1,1,Pangsapuri Suite,494,259
2026-08-27,status13,30366-1,0,Pangsapuri Servis,482,467
2026-08-27,status13,13074-4,0,Pangsapuri Servis,299,237
2026-08-27,status13,8824-5,0,Pangsapuri Servis,641,184
2026-08-27,status13,8824-5,1,Pangsapuri Servis,655,456
2026-08-27,status13,20253-3,0,Rumah Pangsa/Kondo,757,596
2026-08-27,status13,20253-3,1,Rumah Pangsa/Kondo,743,557
2026-08-27,status13,30876-1,0,Rumah Pangsa/Kondo,551,128
2026-08-27,status13,30250-2,0,Rumah Pangsa/Kondo,333,333
2026-08-27,status13,30250-2,1,Rumah Pangsa/Kondo,328,326
2026-08-27,status13,31332-1,0,Pangsapuri Servis,415,150
2026-08-27,status13,31332-1,1,Pangsapuri Servis,415,80
2026-08-27,johor,835-14,0,Pangsapuri Servis,715,304
2026-08-27,johor,30946-1,0,Pangsapuri Servis,1950,961
2026-08-27,johor,14523-4,0,Pangsapuri Servis,416,48
2026-08-27,johor,30635-1,0,Pangsapuri Servis,539,327
2026-08-27,johor,30635-1,1,Pangsapuri Servis,539,340
2026-08-27,johor,30635-1,2,Pangsapuri Servis,539,216
2026-08-27,johor,30635-1,3,Pangsapuri Servis,539,178
2026-08-27,johor,31007-1,0,Pangsapuri Servis,848,845
2026-08-27,johor,31100-1,0,Pangsapuri Servis,1527,472
2026-08-27,johor,31100-1,1,Pangsapuri Servis,1257,529
2026-08-27,johor,31100-1,2,Pangsapuri Servis,908,491
2026-08-27,johor,31100-1,3,Pangsapuri Servis,833,0
2026-08-27,johor,31074-1,0,Pangsapuri Servis,858,403
2026-08-27,johor,31074-1,1,Pangsapuri Servis,858,369
2026-08-27,johor,31074-1,2,Pangsapuri Servis,1027,232
2026-08-27,johor,9600-6,0,Pangsapuri Servis,843,495
2026-08-27,johor,9600-6,1,Pangsapuri Servis,890,254
2026-08-27,johor,31031-1,0,Pangsapuri Servis,815,727
2026-08-27,johor,31031-1,1,Pangsapuri Servis,808,668
2026-08-27,johor,30828-3,0,Pangsapuri Servis,996,906
2026-08-27,johor,13531-2,0,Pangsapuri Servis,824,723
2026-08-27,johor,31034-1,0,Soho,540,297
2026-08-27,johor,31034-1,1,Soho,472,93
2026-08-27,johor,31149-1,0,Pangsapuri Servis,637,213
2026-08-27,johor,31149-1,1,Pangsapuri Servis,637,86
2026-08-27,ukay,9500-8,0,Rumah Pangsa/Kondo,306,95
2026-08-27,ukay,20140-2,0,Rumah Pangsa/Kondo,230,45
2026-08-27,ukay,20140-2,1,Rumah Pangsa/Kondo,216,201
2026-08-27,ukay,20140-2,2,Rumah Pangsa/Kondo,291,97
2026-08-27,ukay,11519-3,0,Rumah Pangsa/Kondo,344,343
2026-08-27,ukay,597-13,0,Pangsapuri Servis,234,228
2026-08-27,ukay,10296-3,0,Rumah Sesebuah,1,1
2026-08-27,ukay,10296-3,1,Rumah Berkembar,2,2
2026-08-27,ukay,10296-3,2,Rumah Teres,45,45
2026-08-27,ukay,10296-3,3,Rumah Berkembar,4,4
2026-08-27,ukay,10296-3,4,Rumah Sesebuah,1,1
2026-08-27,ukay,10296-3,5,Rumah Teres,80,80
2026-08-27,ukay,10296-3,6,Rumah Berkembar,24,24
2026-08-27,ukay,10296-3,7,Rumah Sesebuah,1,1
2026-08-27,ukay,10296-3,8,Rumah Teres,12,12
2026-08-27,ukay,10296-3,9,Rumah Teres,54,54
2026-08-27,ukay,10296-3,10,Rumah Teres,12,12
2026-08-27,ukay,10296-3,11,Rumah Berkembar,18,18
2026-08-27,ukay,10296-3,12,Rumah Sesebuah,1,1
2026-08-27,ukay,10296-3,13,Rumah Sesebuah,1,1
2026-08-27,ukay,10296-3,14,Rumah Berkembar,12,12
2026-08-27,ukay,10296-3,15,Rumah Berkembar,2,2
2026-08-27,ukay,10296-3,16,Rumah Berkembar,2,2
2026-08-27,ukay,10296-3,17,Rumah Sesebuah,1,1
2026-08-27,ukay,12369-1,0,Rumah Teres,32,32
2026-08-27,ukay,12166-1,0,Rumah Sesebuah,3,3
2026-08-27,ukay,12166-1,1,Rumah Sesebuah,10,10
2026-08-27,ukay,12166-1,2,Rumah Sesebuah,61,61
2026-08-27,ukay,9500-7,0,Rumah Teres,7,7
2026-08-27,ukay,9500-7,1,Rumah Teres,7,7
2026-08-27,ukay,9500-7,2,Rumah Teres,12,12
2026-08-27,ukay,9500-7,3,Rumah Pangsa/Kondo,30,30
2026-08-27,ukay,9500-7,4,Rumah Pangsa/Kondo,38,38
2026-08-27,ukay,9500-7,5,Rumah Pangsa/Kondo,36,36
2026-08-27,ukay,9500-7,6,Rumah Pangsa/Kondo,38,38
2026-08-27,ukay,9500-7,7,Rumah Pangsa/Kondo,26,26
2026-08-27,ukay,9500-7,8,Rumah Pangsa/Kondo,28,28
2026-08-27,ukay,11078-3,0,Pangsapuri Servis,2,1
2026-08-27,ukay,11078-3,1,Pangsapuri Servis,8,3
2026-08-27,ukay,11078-3,2,Pangsapuri Servis,2,2
2026-08-27,ukay,11078-3,3,Pangsapuri Servis,8,3
2026-08-27,ukay,11078-3,4,Pangsapuri Servis,48,19
2026-08-27,ukay,11078-3,5,Pangsapuri Servis,48,18
2026-08-27,ukay,11078-3,6,Pangsapuri Servis,128,119
2026-08-27,ukay,11078-3,7,Pangsapuri Servis,20,20
2026-08-27,ukay,11078-3,8,Pangsapuri Servis,32,12
2026-08-27,ukay,12123-1,0,Rumah Teres,50,50
2026-08-27,ukay,12123-1,1,Rumah Pangsa/Kondo,13,13
2026-08-27,ukay,12123-1,2,Rumah Sesebuah,18,18
2026-08-27,ukay,20140-1,0,Rumah Pangsa/Kondo,237,233
2026-08-27,ukay,20140-1,1,Rumah Pangsa/Kondo,226,223
2026-08-27,ukay,12437-2,0,Rumah Teres,41,41
2026-08-27,ukay,12437-2,1,Rumah Teres,40,39
2026-08-27,ukay,12437-2,2,Rumah Teres,25,24
2026-08-27,ukay,11602-1,0,Rumah Teres,11,11
2026-08-27,seputeh,30141-2,0,Rumah Pangsa/Kondo,247,0
2026-08-27,seputeh,30141-2,1,Rumah Pangsa/Kondo,248,0
